6.29,-249.07
6.28,-259.08
6.33,-269.11
6.56,-279.11
6.93,-289.11
7.54,-299.11
8.4,-309.09
9.61,-319.02
11.19,-328.92
13.24,-338.72
15.72,-348.41
18.71,-357.97
22.06,-367.4
25.74,-376.72
29.6,-385.97
33.58,-395.15
37.76,-404.24
42.49,-413.08
47.52,-421.74
52.87,-430.2
58.31,-438.61
63.98,-446.85
69.99,-454.88
76.4,-462.59
83.12,-470.0
90.12,-477.18
97.41,-484.06
104.94,-490.68
112.84,-496.86
120.96,-502.74
129.23,-508.41
137.7,-513.78
146.33,-518.84
155.13,-523.59
164.15,-527.91
173.37,-531.79
182.73,-535.36
192.36,-538.09
202.13,-540.36
211.98,-542.09
221.91,-543.39
231.87,-544.44
241.89,-545.01
251.91,-545.27
261.93,-545.31
271.93,-545.22
281.93,-545.13
291.93,-545.01
301.96,-544.89
311.99,-544.77
321.99,-544.77
332.02,-544.75
342.04,-544.75
352.04,-544.73
362.04,-544.74
372.04,-544.74
382.04,-544.74
392.04,-544.74
402.04,-544.75
412.04,-544.75
422.04,-544.75
432.04,-544.76
442.04,-544.78
452.07,-544.76
462.1,-544.66
472.13,-544.3
482.14,-543.59
492.12,-542.49
502.05,-541.12
511.93,-539.45
521.76,-537.45
531.5,-535.06
541.13,-532.35
550.67,-529.25
560.08,-525.77
595.86,-507.87
604.33,-502.55
612.58,-496.84
620.54,-490.75
628.12,-484.19
635.35,-477.28
642.29,-470.07
648.93,-462.55
655.3,-454.81
661.21,-446.74
666.79,-438.42
672.33,-430.06
677.59,-421.53
682.56,-412.82
687.05,-403.86
691.27,-394.75
695.02,-385.45
698.43,-376.02
701.43,-366.46
704.07,-356.78
706.39,-347.03
708.41,-337.21
710.22,-327.35
711.7,-317.44
712.99,-307.5
714.11,-297.54
715.08,-287.57
715.89,-277.59
716.7,-267.62
717.37,-257.62
717.76,-247.62
717.99,-237.62
