260.53,961.21
250.53,961.07
240.54,960.44
230.59,959.41
220.67,958.14
210.82,956.36
201.05,954.19
191.36,951.7
181.75,948.9
172.27,945.7
162.95,942.07
153.8,938.03
144.8,933.67
135.91,929.08
127.24,924.06
118.82,918.64
110.58,912.97
102.56,906.96
94.77,900.67
87.25,894.06
79.95,887.2
73.03,879.97
66.35,872.51
59.97,864.79
53.93,856.82
48.24,848.59
42.91,840.12
37.72,831.55
32.66,822.91
28.03,814.03
23.88,804.93
20.16,795.63
16.93,786.15
13.99,776.58
11.52,766.88
9.4,757.1
7.71,747.24
6.58,737.29
6.2,727.29
6.03,717.28
6.0,707.28
6.01,697.28
