-1.190000000000002,-265.08,7.5,7.5
-1.1900480173320889,-267.0186291880868,7.5,7.5
-1.1900872477940339,-268.9572583763715,7.5,7.5
-1.1901039476968989,-270.89588756498097,7.5,7.5
-1.19008437363852,-272.8345167535636,7.5,7.5
-1.1900147821860205,-274.7731459409961,7.5,7.5
-1.1898895892261692,-276.71177512563514,7.5,7.5
-1.1897526353035102,-278.6504043094792,7.5,7.5
-1.1896667173355124,-280.5890334962566,7.5,7.5
-1.1896946890262023,-282.52766268473664,7.5,7.5
-1.1898994128759355,-284.4662918626078,7.5,7.5
-1.1903233120552348,-286.40492100494504,7.5,7.5
-1.190823684787938,-288.34355012905155,7.5,7.5
-1.1911512336010732,-290.28217929006314,7.5,7.5
-1.191054820055827,-292.22080847634334,7.5,7.5
-1.1902834373467879,-294.15943751155834,7.5,7.5
-1.188517669485221,-296.09806589615886,7.5,7.5
-1.1840126376888012,-298.0366898503872,7.5,7.5
-1.1734761924912755,-299.9752904062803,7.5,7.5
-1.1535199503979123,-301.9138168775239,7.5,7.5
-1.1207535627443554,-303.85216913980514,7.5,7.5
-1.071793374309997,-305.7901799806519,7.5,7.5
-1.0049164731974682,-307.72765529941597,7.5,7.5
-0.9223991125706313,-309.6645275230715,7.5,7.5
-0.827122648249803,-311.6008140535497,7.5,7.5
-0.7219653254178375,-313.5365891099371,7.5,7.5
-0.6098012604467833,-315.4719708180165,7.5,7.5
-0.49266562774819056,-317.4070579930207,7.5,7.5
-0.3682585234643854,-319.3416912931414,7.5,7.5
-0.23287406794543347,-321.2755874078965,7.5,7.5
-0.08280612682275,-323.20839954101166,7.5,7.5
0.08564770996649794,-325.13969610701866,7.5,7.5
0.27596335298503333,-327.06896101156065,7.5,7.5
0.48833997880042984,-328.99592216688006,7.5,7.5
0.7202401777449338,-330.920631347004,7.5,7.5
0.9690335748135696,-332.84322984434436,7.5,7.5
1.2321007366482561,-334.7639273232523,7.5,7.5
1.5068721593039491,-336.68298537353655,7.5,7.5
1.7923290130066696,-338.6004830975032,7.5,7.5
2.090155661418284,-340.51609851344745,7.5,7.5
2.402406191664107,-342.4294157213459,7.5,7.5
2.7311283051191495,-344.33997189779564,7.5,7.5
3.0783558744061126,-346.2472516709988,7.5,7.5
3.4451757578480167,-348.15087029826543,7.5,7.5
3.8305303639702206,-350.05082017385854,7.5,7.5
4.232396105229822,-351.9473387266804,7.5,7.5
4.6484615728199925,-353.84079425342566,7.5,7.5
5.0765257788583815,-355.73157288068927,7.5,7.5
5.514494630224806,-357.62008217015,7.5,7.5
5.961264702200288,-359.50652836713243,7.5,7.5
6.416562302989378,-361.3909347177553,7.5,7.5
6.880108240163775,-363.2733290529051,7.5,7.5
7.351649120939986,-365.15373641166684,7.5,7.5
7.830896405527572,-367.0321948840047,7.5,7.5
8.318700474852236,-368.9084491895713,7.5,7.5
8.817377961257373,-370.78184294729886,7.5,7.5
9.329470316817494,-372.6516140686224,7.5,7.5
9.857427786934162,-374.516968136537,7.5,7.5
10.403856587730306,-376.3769940350148,7.5,7.5
10.970112928553943,-378.2310799897425,7.5,7.5
11.554636370883404,-380.0794893466391,7.5,7.5
12.154649598606056,-381.92292821633345,7.5,7.5
12.767581493236555,-383.76211220360733,7.5,7.5
