"stamp","ref_vel","pt_vel","pp_vel","c0_vel","c1_vel","c2_vel"
1672966651.342459,71.41758198814392,71.00450865082483,66.52099657851254,66.30194250839328,64.04421625397218,65.94616674725431
1672966651.3923,71.37299183502196,71.20676434140388,68.85544490474867,65.43944583393325,67.21782455379187,63.10883861956731
1672966651.442228,71.32761333084106,71.08150386618847,66.82669736207336,64.68274424903221,62.23297920397732,64.92668170388548
1672966651.4924395,71.31770045204162,71.26441936616398,68.68091225612136,66.40240315896715,64.7483428192261,64.69484781442853
1672966651.542237,71.34292768592834,70.88060385009895,68.58910633755016,65.15571392124477,63.501419882960796,66.8273502124582
1672966651.592257,71.35904056434632,70.87220938420211,67.44057439488819,65.68127641060009,63.66374692235388,66.51548304506541
1672966651.6422317,71.40303055343628,71.23173643305203,66.7288370655188,64.8149653976844,67.39470063139699,63.04089450572272
1672966651.6922476,71.41087846107483,70.86384618541545,68.34353916680364,65.00778512078644,65.82067347925464,63.28663649495571
1672966651.7422316,71.38886566505431,70.93494592560488,66.59261835541983,64.64153924035438,66.14846195774962,64.07043514532658
1672966651.7922473,71.35427994117737,70.82599991457515,67.66505127114306,67.15229541209183,63.47367693908506,65.88164195482953
1672966651.8424485,71.31686123962402,71.12519012358109,66.69636497693901,64.50607163907746,65.42653404390927,67.26473644729207
1672966651.892255,71.27710800170898,71.14140360292757,67.05631647583719,66.8028830960267,64.48677070244652,66.42138959190085
1672966651.9422476,71.24019791374207,70.69808577378681,66.62207862695622,67.12973951867649,62.2182472630093,63.983010621165846
1672966651.9922566,71.20628864593506,70.92122603018002,68.7356673219221,64.56585141133624,65.08939567355917,66.89606808960204
1672966652.0422335,71.17244041175842,70.8509829154213,68.92580114561794,65.26714044589424,61.12454145986939,62.3735274822923
1672966652.0922446,71.1464299129486,70.59549543163232,66.35581796022235,66.72662418720924,61.40235228451364,66.80214123244839
1672966652.142232,71.11367011184691,70.47219220106537,67.51700142097354,65.72847211451548,65.31680095287538,62.76445112506879
1672966652.192238,71.08984156532287,70.65223489665483,67.79245412971221,64.19087816456104,67.0234375565124,66.3371098976511
1672966652.242233,71.06665387191772,70.88225722543365,67.3692630214379,65.43451602201299,61.95123315291356,63.14166506283786
1672966652.2922437,71.03286667137145,70.93951036571501,67.49734316195793,64.43301661234094,64.35633439500637,63.94265392724948
1672966652.3422298,71.03190030555724,70.6095187939306,67.05953014883345,65.4344694026873,65.17916769687457,63.70362608924889
1672966652.392243,70.99077889709473,70.9813422759979,67.04745412107887,67.174736485931,62.194879075377486,62.95502372949851
1672966652.4422467,70.966675699234,70.58256586460557,68.28878441057324,64.82609527829837,61.142310611617184,63.96527895198918
1672966652.4922483,70.94381351852417,70.35723736654543,66.22522522981588,63.79743999405113,61.341135392223755,66.20010938198277
1672966652.5422463,70.92953164901733,70.76723003406113,67.3974501041907,64.85197969083664,65.75575275859767,65.79765168598071
1672966652.592255,70.9120760307312,70.68551680396708,66.6503246343061,66.27632257961761,63.48219900149267,66.70625410994322
1672966652.6422455,70.86635675544738,70.22174020940663,66.40604156125364,65.16167342443484,62.90722878589928,66.93326853731172
1672966652.6922545,70.84405404968261,70.51049915753141,67.53105163931478,64.90285547800755,63.7553686384645,62.0441581518241
1672966652.7422478,70.85181549301147,70.37125239947416,66.5820610367371,66.48102322373722,65.4607838956644,65.17181171035337
1672966652.7922604,70.79956053314208,70.25381466892107,65.93879635606936,67.07959979673994,63.82433022997273,63.31220157079228
1672966652.842244,70.783264553833,70.54077920738469,66.99772474421863,64.36858986314628,64.02686330507687,65.6825251667522
1672966652.892254,70.78482091140746,70.66868233573672,66.7948414109889,65.79859826267418,63.68183219535837,64.81906896370735
1672966652.942244,70.73611607437134,70.70748920717696,66.91626086904574,66.40327576005049,61.17393387873167,65.80550762083956
1672966652.992255,70.72190032463074,70.41904352220541,66.34770591583467,65.52093136483468,65.21996976797949,64.55442474610176
1672966653.0422382,70.73981369514465,70.12684668832065,66.7818448621514,63.78349901817867,61.35911125962723,66.68824396949809
1672966653.092239,70.69731902999878,70.17190116926477,67.44223627558134,65.00446556210674,64.36808241234174,63.38517219337264
1672966653.1422365,70.65469212532044,70.58402296831763,66.00237655377397,65.16688269435181,64.16518249413745,62.652442727112
1672966653.1922476,70.66833314170837,70.64754813303522,68.38958158439902,64.43745374828288,61.89897245650875,64.01532998988344
1672966653.242232,70.6423582458496,70.48054491294263,66.80676877573418,63.690936815775075,65.5935407593674,64.01710104801495
1672966653.2922325,70.6133164100647,70.0494440899158,68.3743874023928,64.76975839392985,61.197628327968616,64.55325202648434
1672966653.3422315,70.60027555770874,70.53135611604134,67.26061087705136,65.374803768472,62.59940501075174,64.65242819787032
1672966653.3922546,70.54225800590515,70.44587736706303,67.01684070891562,66.38450219946445,60.46047542345164,66.62185050547133
1672966653.4422357,70.51607457847595,70.32409196384192,67.70540999558736,64.2542545797506,66.1878166486004,66.3724210837498
1672966653.4922354,70.49084225845337,70.27912312080387,66.90227702534753,64.84779706350383,64.12050144877978,62.28401057256761
1672966653.542234,70.447691481781,70.3650273455105,65.6865182708818,63.37886439311048,62.540933455544966,61.96031058574094
1672966653.5922546,70.39207458610534,70.28391893833702,65.82307930536227,66.29248043830219,64.1230526099293,62.12858008264653
1672966653.6422446,70.36091691780089,70.14297218600113,65.48478724601296,64.7684143208184,65.86720404346947,64.85857480559136
1672966653.6922548,70.30183636360168,70.15246983027146,66.16978876020337,64.26604281755147,60.951096447903765,64.63289209028824
1672966653.742243,70.25010018959046,69.76503660360078,67.86190189392714,64.24169183378078,65.13429562238292,62.59259646785857
1672966653.7922552,70.18325819206237,70.06099825597622,66.35973572140263,64.740868932485,63.670306388061604,65.26335179444511
1672966653.8422487,70.10069494857788,70.04893047785798,67.63030363015437,64.66332869324685,61.16803292371545,63.57489701184731
1672966653.8922477,70.03696566619872,69.78683015201852,66.055161861162,64.59951588008057,60.97074891303205,64.69258170011281
1672966653.9422464,69.9570675579071,69.49815823409281,66.19730846671298,64.14596396978361,61.88672630550508,64.87288404987285
1672966653.9922552,69.8806381942749,69.86566716080016,66.07817223972351,63.73315991329119,61.178157655452914,62.903583301105336
1672966654.0422482,69.79629480323791,69.26853703322087,66.89563983645235,64.2045266319441,65.53226348795619,64.53846520280857
1672966654.092256,69.71594402885437,69.08229902191357,65.06922128882,65.11425660485112,63.89181808982518,64.81420187256535
1672966654.142246,69.62689596214294,69.38522519106968,66.35318883171193,65.34564154765546,62.51354036896763,64.61523895624192
1672966654.1922584,69.53547266998291,69.28120592560148,66.83153948413062,64.23727184292694,59.65644422002385,63.82953457448585
1672966654.2422445,69.44361197013855,69.34846543291889,66.85238632533192,64.04288198587909,60.218252521604114,63.1488198642355
1672966654.2923079,69.34361853904724,68.8168944442653,66.21313923532293,62.64001126257343,61.76040813117675,65.37080292256594
1672966654.3423147,69.24700738830566,68.6713878358005,66.51541087818948,64.20063068720577,61.91831176234655,65.102303314412
1672966654.392311,69.13784874038696,69.01886448619061,64.71704135635952,62.690852437222404,61.86203537591698,60.78637947725041
1672966654.4423134,69.04711716270447,68.88248566740293,65.18135530402276,62.65612120641075,64.2363622704732,61.708454795146594
1672966654.4923093,68.94543004837035,68.44164608279776,65.75621944289786,62.930739640146264,59.465320744355374,60.59018055930105
1672966654.542312,68.83222792243957,68.60162958772048,66.62557765419228,62.139571326946374,60.18074269230314,64.21183042788687
1672966654.5923111,68.72274376182555,68.10551631425201,65.47146857472622,62.28945026931296,63.959524217493836,60.72783102529825
1672966654.6423087,68.60446058616638,68.16806383575596,63.816183584368204,63.3076885042739,62.83521517608073,60.88877981508125
1672966654.6923494,68.49731604804992,68.41632172838969,64.42738801104399,62.75813227981075,63.574731792603835,62.48849331177747
1672966654.7422478,68.38566519355774,68.11032714735936,65.12674847139971,63.419327316249586,58.550990285184994,63.92780009415894
1672966654.7924466,68.2740499420166,67.76185468339166,64.03374594215853,63.147788369950035,59.27627070536961,60.44622926481576
1672966654.8422446,68.15766389503479,67.61321534980067,63.2821972905525,64.13845522646693,58.62684337713544,61.705916288599134
1672966654.8922586,68.02993576507568,67.45579098503204,65.21555982120852,63.97660321582184,61.392829778859294,59.85487593211239
1672966654.9422448,67.90789393501281,67.57692933167998,63.03819665940304,62.424164838689606,62.28217770136287,60.220150391390014
1672966654.9922595,67.78056760978698,67.56125722337465,65.18487227924206,62.034025117696494,58.21133363732433,60.3094437554409
1672966655.0424373,67.66050428657532,67.41355695969025,65.20356847304757,61.102424639055705,58.169927389470885,59.658423087345874
1672966655.0922546,67.53529888000487,67.03575715341908,62.771163571428964,63.47251325381444,59.854744024000716,59.35550403271186
1672966655.1422436,67.41079027404786,66.75367465963065,63.1607425521802,63.58287448450561,62.63742244394974,62.315430955415735
1672966655.1924481,67.27987313690186,67.01139023800948,65.04735690790484,61.61586075172296,61.4229575806654,63.18448514948074
1672966655.2423124,67.15848233222961,66.85022658567695,63.845682529590576,60.58261480523531,59.18402269557337,62.29539612013894
1672966655.2924094,67.02765165939331,66.60637576967609,62.894821508956746,62.62493558315986,57.55095139496607,62.96342854658744
1672966655.3422449,66.89700408744811,66.33078211561654,63.0200965203637,62.13171146214526,57.97494448642113,59.39054123965671
1672966655.3922591,66.75810171699524,66.20113905076715,64.18778983002213,60.439205924501096,62.77006392985215,59.79137574629875
1672966655.442245,66.63439672050475,66.42610727801247,63.35355248725603,60.141339589060465,59.945125802581195,58.58828989205274
1672966655.4922569,66.49495521965027,66.42764666463586,64.11836218672188,62.265499015451816,58.36075921083998,58.4803848483609
1672966655.542246,66.35527975654601,65.82306619045879,63.10247335044167,59.28980560035953,58.15736340485967,60.19496880670265
1672966655.5924315,66.22413882942199,66.03563591351501,62.53316623530738,60.790130025869935,61.72790920373811,61.199537702426085
1672966655.6422427,66.08907649154662,65.71829233575853,61.95255120212774,59.938326231886364,60.478601762440256,59.527714611451074
1672966655.6922534,65.97774606361389,65.93894725155745,63.70759053545754,60.86916622186998,61.39527022007789,57.25892630921652
1672966655.7422454,65.82336658172608,65.65007907304563,62.55022722654156,59.1665597489062,58.4666773564799,59.019372684378204
1672966655.7922595,65.6881770904541,65.19721534300282,61.43237425575865,61.45476210478,60.50236228623184,59.0141719803344
1672966655.842448,65.5495900604248,65.39007111174537,61.66702132280293,59.36717560659007,57.929519623740646,60.156308300713945
1672966655.8922577,65.41835249671935,65.26875810317144,63.03614478478011,61.210582288958975,56.24477105657727,59.32703654511604
1672966655.9422464,65.2827764591217,65.17273658327757,62.635847745445446,60.59111501076815,56.05619361250481,57.92343950438786
1672966655.992255,65.13045177612304,65.02035158189896,60.91003993279315,59.2464750697417,58.0573528591877,59.76955342715906
1672966656.0422468,64.9934516204834,64.6562517062022,61.004785182215386,59.421523664741855,57.447358451369546,57.751030287131314
1672966656.09226,64.85764162063599,64.65475289533452,61.05832692097373,59.505361382176254,55.982192365258534,57.48306513798376
1672966656.142892,64.72728904457092,64.485377248545,59.9332586559763,57.55752330418295,60.58223607514636,56.7041350935412
1672966656.1922572,64.59456124305724,64.44660007032952,60.06881239172749,60.82273334140949,57.20947002945658,57.192479630081706
1672966656.242364,64.44515091590881,63.84021144584867,61.03373243717098,58.14954201871842,57.47467055903076,57.58171434345506
1672966656.2924414,64.33643984794617,63.73817005128477,60.08602511676944,58.75481423529493,57.632568092935095,59.32771007868311
1672966656.342246,64.18817390136718,63.909996465594425,61.96393809232464,60.20776069045201,60.155500023182036,56.36408947764729
1672966656.392435,64.05448990631103,63.75934743574166,60.484683832154595,59.62612108235813,56.9425000580135,57.741678734247095
1672966656.4422479,63.92310993080139,63.675564568883736,60.60358996426983,59.51389910754532,55.24983148687441,57.09579680940158
1672966656.4922576,63.78248336029053,63.76772532351623,59.224142259689486,58.44083580436541,54.67275263901259,56.09218238740854
1672966656.542365,63.66487664070129,63.20023959421074,60.14152205666312,58.378991269343096,57.783895616488216,55.02125565900465
1672966656.5924373,63.53249469642639,63.33222626343661,59.68096021361639,59.11445452748498,57.822477682616906,55.214782770200785
1672966656.642246,63.38865368804931,63.05510966635381,61.030794942078494,56.361998364967846,55.26734419057481,56.515936026995604
1672966656.6922574,63.28221103668213,62.779050151226826,60.27055381899953,58.861046631410446,53.500262407339044,55.66217434322462
1672966656.742246,63.17052966537475,62.85919080855699,59.43570683619694,57.784726555575745,54.49433057408134,58.50623906422379
1672966656.7924266,63.06895444602966,62.604866469817416,58.38523270764676,56.22969407933144,58.676524518796164,54.37437023997055
1672966656.8422475,62.94067701339721,62.832440287986806,60.13767267710245,56.319750748554654,55.43650002248125,56.904954267657786
1672966656.8924277,62.83876610908508,62.406846385024025,58.07407283783676,57.956868572416425,53.52162379933955,54.73059322453506
1672966656.9422455,62.72235971755981,62.476236133963894,60.025943868950954,58.17296787755165,57.34647993217409,55.80093792041042
1672966656.9924324,62.61691903495788,62.28785437721432,58.41488889581607,57.661081887446066,54.08675117000458,55.648346415315984
1672966657.0422428,62.52133528366088,62.34383245726381,58.529251458962186,56.04051946522891,57.87573783735442,55.55614719737357
1672966657.0924275,62.432332992172235,61.97509919354046,58.182038686762795,57.609948567694445,57.513163331559696,53.81531824294782
1672966657.1423612,62.35668180732727,62.1924771488823,59.78032821242121,56.0176625831939,55.11991814758454,54.48470925823628
1672966657.1924317,62.26225260887146,61.686140882797524,59.92618069614798,57.22929937154785,58.265166327795,57.85975111446898
1672966657.2422435,62.19216057052612,61.81526387656263,58.161119307629136,56.89827683600821,58.25081256341645,53.50252577013404
1672966657.292427,62.10234958343506,62.07787771511206,58.23026212192875,56.01377115629261,56.510068080426024,54.797842880392544
1672966657.3422427,62.02383999023437,61.594154528898,59.471358321249724,55.50418515529892,57.1252923504038,55.20657834862805
1672966657.3924267,61.962267229461666,61.53218055657748,57.364944426599834,55.864312866419226,52.66161814661393,56.63282367532897
1672966657.4422417,61.910698897933955,61.89961139344647,58.977133172220924,55.119803119411486,54.45551039813634,54.47469808524116
1672966657.4922526,61.866393568420406,61.45092140282154,57.22012957889959,55.4875938949975,57.098421124921806,57.656543797872814
1672966657.542249,61.79751711654663,61.18823137493864,58.3236958999568,57.8573783081725,57.316142508551984,53.544542116329666
1672966657.5922363,61.7315651927948,61.68962978485348,57.508176187327514,54.60112088791927,57.32010722381789,53.8266679670266
1672966657.6422305,61.673608674621576,61.07134376465783,56.84651099656141,56.50354538976115,56.778067033750105,55.90977594438802
1672966657.6922338,61.6367647064209,60.97625868626429,58.47952747957814,57.23280973784967,57.13380585225899,55.7741948021751
1672966657.742228,61.58448940200805,61.278461796442365,58.58744949079816,56.803631101237414,55.25003222432264,53.22289783258482
1672966657.7923234,61.55365724639892,61.109497715269555,56.6545525755404,55.666134025252646,53.91213403934008,54.960897007033296
1672966657.8422384,61.509580792999266,61.14562726359946,58.8785563174595,55.07943776881137,52.587605833867755,54.7707469609853
1672966657.8922367,61.47832140197754,61.08325943518491,56.95200667152353,55.541125175168474,54.366586115290445,54.700674909443336
1672966657.9422288,61.4667860458374,60.95424148545001,58.37129228927087,55.884616917065415,56.48247070543273,56.21219108199375
1672966657.9922256,61.41844232444763,61.182396385578365,56.564962962334796,56.56010993841749,56.810252901940586,54.27011008156399
1672966658.0422356,61.40370778884888,61.31263495327161,57.47007663021461,56.380639323533956,55.57026748224511,56.57761455249976
1672966658.0924354,61.359341425704955,61.35770913179937,57.586185856392966,54.2843832090569,53.28453651088979,52.81042409767566
1672966658.142241,61.35572518310546,60.811582364592255,59.05076609917286,56.249095996344096,55.79934698907656,52.79982808539064
1672966658.192425,61.31410024719238,60.80143301729986,57.56653655847079,57.517808449239205,54.522648806078834,55.358152719430684
1672966658.2422457,61.3015171470642,61.279752943402414,58.48725880665338,54.23083103982027,51.526481100637376,55.84891474060793
1672966658.292427,61.27521673851013,60.64820350706999,57.03854741019224,55.18141313908167,56.150143163669526,53.49379958373993
1672966658.3422403,61.262475968170165,61.16015815217449,56.725605972471,55.30278071723968,53.25582043154817,56.271558032479106
1672966658.3922606,61.2602940158844,60.97067218261638,58.85322145921021,55.34503025268912,52.97544700848249,53.57261846488572
1672966658.4423141,61.22934487915039,61.16929646712429,59.00755409991562,55.49967201624008,51.499528991622405,52.984022001606114
1672966658.4922292,61.240824287796016,60.72716900470971,58.93385909976479,56.695169317799206,52.9967344463183,56.92033196763361
1672966658.542241,61.19592388038635,61.141567004646106,57.37758478091396,56.751426987137876,52.69214470058991,54.108195152042065
1672966658.5922444,61.20326826057434,61.1532017776367,58.55620368509542,55.56130675900965,53.1248692539054,57.10556598621804
1672966658.6422653,61.17535046081542,60.79724651445172,58.906330879694146,55.76748421468985,56.52212987806776,56.61984241889575
1672966658.6923459,61.18369172363281,60.57645795717184,57.297507284120414,55.342836856164475,57.17513041025942,53.83453278896464
1672966658.7422307,61.15886629447937,60.566997904614055,58.15483910241589,55.30050932442201,53.9056671858078,54.17306072984866
1672966658.7922552,61.16046334114074,61.05070908715388,58.87772408721226,54.39955303867507,56.30449398659435,55.93539727264059
1672966658.8422422,61.147748001480096,60.610559864993455,58.88969810518291,55.79247324834287,54.27712834430471,53.62648020859091
1672966658.8924305,61.14126317825317,60.71876265585774,57.441814063921036,54.13143505765333,55.57195518948941,57.15421159650693
1672966658.942363,61.15454307899475,60.68507712118431,56.76774281410296,55.174603600401504,57.14577632890603,54.17070269466469
1672966658.9924302,61.13442741165161,60.804003225454515,58.50837011165016,55.04764120681628,55.923157863353076,54.709352346918465
1672966659.0422437,61.14370960960388,61.133922277784,57.59816040299212,55.68710577371868,54.88160781504502,54.22510665408828
1672966659.0924244,61.132418387985226,61.08251226502592,57.163124863127905,55.86962764942383,51.81495317118929,55.688512966576724
1672966659.1422474,61.14147679595947,61.13755330928593,58.38417838234182,55.57719653569502,51.352756180215685,56.72022987007174
1672966659.1922557,61.13990517997741,61.00717510512378,57.13331738775503,56.52009052680094,54.01819702393334,56.02156481620175
1672966659.2423608,61.13362888832092,61.10494676340421,58.52759961074564,54.86166882176527,53.32574949165075,56.27435624183566
1672966659.292425,61.14980280036926,60.55291380036561,57.03868293150931,56.17897336452511,55.8488448125934,52.637186914517684
1672966659.3423643,61.13430534439087,60.65838717154778,57.100090308512364,54.108268444608505,52.14891473522004,54.42335176886816
1672966659.3924294,61.13349664878845,61.037488653670074,57.64508971454181,54.5965783285139,52.88956746733696,53.820537666668486
1672966659.4422445,61.1359939414978,60.60203231773562,58.1861104701936,57.37429380321898,52.47717604162089,52.469622658371314
1672966659.492437,61.17611846733093,61.116750249004376,57.59531622950565,56.78726783245693,51.851994324517165,52.53479921756301
1672966659.5422466,61.15680640945434,61.14509503059455,56.2937229956376,56.585691053447064,51.93988164807405,54.96436892056758
1672966659.5924249,61.16395751647949,60.96574996518501,58.696096415755974,55.232656617816104,55.60515867189639,56.095547297245375
1672966659.6422427,61.16662265167236,60.81916263120432,58.51702510516382,56.01566859605556,53.64473929290216,57.06146933228523
1672966659.6924253,61.16709566230774,60.913838674811444,57.36429513478414,56.88979794846813,52.846142565967206,55.89793873241781
1672966659.7422407,61.18888466835022,60.57875568902492,57.974033762222064,56.929237357207924,51.15739267959519,57.16941598174386
1672966659.792427,61.18269484100342,60.77888613045823,58.89986254359317,57.16571480783197,54.834310075538944,55.63123233726782
1672966659.842242,61.202103535461426,60.83446980499086,58.05371757843243,57.308551766057676,51.497550427918405,56.68041498361681
1672966659.8924246,61.20595882644653,60.80570651641222,57.78719606502538,55.914372526385755,56.671341040243306,55.49414357477124
1672966659.942245,61.22807334518432,60.80556440924241,58.49559951061794,57.30545787070566,54.441088252014985,53.60850206743568
1672966659.9924297,61.26266924133301,61.16870077463689,56.87376913821805,54.12774647163225,54.393926270833454,56.865759519022355
1672966660.0422447,61.266646599578856,60.9935518822669,57.60121573444346,56.46415881947188,56.87650174563588,56.30169400015202
1672966660.0924513,61.30843937797546,60.69741540916522,58.935787039429044,55.28716688899941,53.78588082796759,57.04140053526887
1672966660.142364,61.29744315223694,61.18458534609873,56.634166364558645,54.44128100652824,53.941946763836775,54.567147370036956
1672966660.1922512,61.34388465881347,61.04570187779233,58.771001931451536,56.296565482357806,52.376835996292016,55.49472516530432
1672966660.2426949,61.345588514328,60.75622318259869,58.1522301567582,56.30633324288742,57.16169110861728,55.84357226812763
1672966660.2926571,61.3911806362152,61.00393264412545,57.165342989933414,56.39381986342012,56.72718168983898,56.46796014751583
1672966660.3425224,61.40676455650329,61.11844697562614,59.18271947566866,54.769012466000135,54.44950996301163,54.55648174764956
1672966660.392842,61.459940106964105,61.396252182435106,58.631065407641316,54.81266260862087,52.389855337197034,54.34548685694285
1672966660.4427073,61.480971278762816,61.37775656155322,57.64887539459645,57.10365524819923,52.249411221434144,54.18619082296908
1672966660.4923875,61.49644839019775,61.399677624006614,56.773613152246824,55.251063685802265,56.617004440366365,53.31797211191327
1672966660.5425982,61.56894617080688,61.52730439597721,59.28080334503249,54.464421288129934,52.44234307122856,54.59298362364636
1672966660.5925405,61.57427644119262,61.21112413696429,58.96879817690859,54.38630238316544,53.32601802286023,53.43775077617438
1672966660.6424456,61.6438649520874,61.32900222338765,58.2644846089758,56.99302319169965,54.28700677918626,57.20265865319919
1672966660.692471,61.65516125984192,61.593746535477436,58.72093101950025,56.422305743428986,51.96075299955004,57.641677654379336
1672966660.7428098,61.71384000930786,61.45119862700197,59.04472626650921,56.91836187127683,51.69423644027391,55.43745217213068
