6.31,-265.08
6.31,-275.08
6.31,-285.09
6.31,-295.09
6.41,-305.1
6.88,-315.09
7.61,-325.07
8.84,-335.0
10.45,-344.88
12.53,-354.68
14.9,-364.41
17.54,-374.07
20.63,-383.59
24.02,-393.0
27.84,-402.26
32.08,-411.34
36.81,-420.17
41.74,-428.89
46.95,-437.45
52.38,-445.85
58.13,-454.05
64.2,-462.02
70.62,-469.72
77.33,-477.15
84.38,-484.27
91.74,-491.06
99.34,-497.57
107.17,-503.82
115.26,-509.72
123.6,-515.26
132.15,-520.47
140.87,-525.39
149.72,-530.07
158.74,-534.43
167.98,-538.27
177.36,-541.75
186.89,-544.82
196.49,-547.66
206.23,-549.97
216.06,-551.84
225.94,-553.47
235.87,-554.71
245.86,-555.61
255.86,-555.92
265.87,-556.02
